Date,HomeTeam,AwayTeam,Team,Batsman,Status,R,B,Min,4s,6s
04.07.2021 04:00,West Indies,South Africa,RSA Innings,van der Dussen R.,c & b Bravo Dw.,1,2,7,0,0
04.07.2021 04:00,West Indies,South Africa,RSA Innings,Mulder W.,not out,9,9,13,1,0
02.07.2021 04:00,West Indies,South Africa,RSA Innings,de Kock Q.,c Simmons L. b Bravo Dw.,60,43,98,6,2
02.07.2021 04:00,West Indies,South Africa,RSA Innings,Hendricks R.,st Pooran N. b Gayle C.,2,4,10,0,0
02.07.2021 04:00,West Indies,South Africa,RSA Innings,Bavuma T.,lbw McCoy O.,7,10,21,1,0
02.07.2021 04:00,West Indies,South Africa,RSA Innings,Markram A.,b Russell A.,20,20,25,2,0
02.07.2021 04:00,West Indies,South Africa,RSA Innings,van der Dussen R.,c Pooran N. b Pollard K.,6,7,10,0,0
02.07.2021 04:00,West Indies,South Africa,RSA Innings,Miller D.,c Gayle C. b Russell A.,12,9,15,0,1
02.07.2021 04:00,West Indies,South Africa,RSA Innings,Linde G.,c Simmons L. b Bravo Dw.,6,6,12,1,0
02.07.2021 04:00,West Indies,South Africa,RSA Innings,Rabada K.,not out,16,12,24,1,1
02.07.2021 04:00,West Indies,South Africa,RSA Innings,Shamsi T.,c Gayle C. b Bravo Dw.,0,2,3,0,0
02.07.2021 04:00,West Indies,South Africa,RSA Innings,Ngidi L.,c Simmons L. b Bravo Dw.,0,2,3,0,0
02.07.2021 04:00,West Indies,South Africa,RSA Innings,Nortje A.,not out,4,6,9,0,0
02.07.2021 04:00,West Indies,South Africa,WIN Innings,Simmons L.,lbw Linde G.,47,34,47,4,4
02.07.2021 04:00,West Indies,South Africa,WIN Innings,Lewis E.,c Markram A. b Nortje A.,7,5,12,0,1
02.07.2021 04:00,West Indies,South Africa,WIN Innings,Gayle C.,c de Kock Q. b Rabada K.,5,8,7,1,0
02.07.2021 04:00,West Indies,South Africa,WIN Innings,Hetmyer S.,c de Kock Q. b Linde G.,7,12,24,0,0
02.07.2021 04:00,West Indies,South Africa,WIN Innings,Pooran N.,c van der Dussen R. b Shamsi T.,16,15,23,2,0
02.07.2021 04:00,West Indies,South Africa,WIN Innings,Pollard K.,not out,51,25,50,2,5
02.07.2021 04:00,West Indies,South Africa,WIN Innings,Russell A.,c Nortje A. b Shamsi T.,9,8,10,1,0
02.07.2021 04:00,West Indies,South Africa,WIN Innings,Allen F.,not out,19,13,26,2,1
30.06.2021 04:00,West Indies,South Africa,WIN Innings,Lewis E.,c van der Dussen R. b Shamsi T.,27,21,40,2,1
30.06.2021 04:00,West Indies,South Africa,WIN Innings,Simmons L.,c de Kock Q. b Linde G.,22,22,35,1,1
30.06.2021 04:00,West Indies,South Africa,WIN Innings,Holder J.,c Markram A. b Ngidi L.,16,11,18,1,1
30.06.2021 04:00,West Indies,South Africa,WIN Innings,Hetmyer S.,c Rabada K. b Shamsi T.,17,10,22,0,2
30.06.2021 04:00,West Indies,South Africa,WIN Innings,Pooran N.,lbw Nortje A.,27,28,46,1,1
30.06.2021 04:00,West Indies,South Africa,WIN Innings,Pollard K.,b Rabada K.,1,2,6,0,0
30.06.2021 04:00,West Indies,South Africa,WIN Innings,Russell A.,c Markram A. b Nortje A.,25,16,23,0,3
30.06.2021 04:00,West Indies,South Africa,WIN Innings,Allen F.,not out,14,9,17,1,1
30.06.2021 04:00,West Indies,South Africa,WIN Innings,Bravo Dw.,not out,0,1,7,0,0
30.06.2021 04:00,West Indies,South Africa,RSA Innings,de Kock Q.,c Simmons L. b Bravo Dw.,76,51,87,5,2
30.06.2021 04:00,West Indies,South Africa,RSA Innings,Hendricks R.,c Allen F. b McCoy O.,17,11,21,3,0
30.06.2021 04:00,West Indies,South Africa,RSA Innings,Bavuma T.,c Hetmyer S. b McCoy O.,1,4,5,0,0
30.06.2021 04:00,West Indies,South Africa,RSA Innings,Markram A.,c Allen F. b Bravo Dw.,23,18,21,1,1
30.06.2021 04:00,West Indies,South Africa,RSA Innings,van der Dussen R.,c Hetmyer S. b McCoy O.,32,24,55,2,1
30.06.2021 04:00,West Indies,South Africa,RSA Innings,Miller D.,c Simmons L. b Bravo Dw.,2,2,4,0,0
30.06.2021 04:00,West Indies,South Africa,RSA Innings,Linde G.,b McCoy O.,0,4,5,0,0
30.06.2021 04:00,West Indies,South Africa,RSA Innings,Rabada K.,not out,4,4,10,0,0
30.06.2021 04:00,West Indies,South Africa,RSA Innings,Nortje A.,run out Sinclair K.,0,3,6,0,0
30.06.2021 04:00,West Indies,South Africa,RSA Innings,Shamsi T.,not out,0,0,2,0,0
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Lewis E.,b Nortje A.,21,16,18,3,1
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Fletcher A.,c Klaasen H. b Rabada K.,35,36,82,2,1
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Gayle C.,c Linde G. b Rabada K.,8,6,7,1,0
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Pooran N.,c Miller D. b Linde G.,9,11,19,1,0
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Pollard K.,c Hendricks R. b Shamsi T.,1,4,7,0,0
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Russell A.,c Klaasen H. b Linde G.,5,4,4,1,0
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Holder J.,run out Bavuma T.,20,20,31,0,1
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Allen F.,lbw Ngidi L.,34,12,19,0,5
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Bravo Dw.,c Hendricks R. b Rabada K.,10,6,9,2,0
28.06.2021 04:00,West Indies,South Africa,WIN Innings,McCoy O.,not out,1,5,11,0,0
28.06.2021 04:00,West Indies,South Africa,WIN Innings,Sinclair K.,not out,0,1,1,0,0
28.06.2021 04:00,West Indies,South Africa,RSA Innings,Hendricks R.,lbw Sinclair K.,42,30,48,5,1
28.06.2021 04:00,West Indies,South Africa,RSA Innings,de Kock Q.,c Pooran N. b Sinclair K.,26,20,32,2,2
28.06.2021 04:00,West Indies,South Africa,RSA Innings,Bavuma T.,b Holder J.,46,33,55,5,1
28.06.2021 04:00,West Indies,South Africa,RSA Innings,Miller D.,c Fletcher A. b McCoy O.,11,10,17,1,0
28.06.2021 04:00,West Indies,South Africa,RSA Innings,van der Dussen R.,b Russell A.,2,4,15,0,0
28.06.2021 04:00,West Indies,South Africa,RSA Innings,Klaasen H.,c Lewis E. b McCoy O.,10,11,28,0,0
28.06.2021 04:00,West Indies,South Africa,RSA Innings,Linde G.,lbw McCoy O.,3,3,6,0,0
28.06.2021 04:00,West Indies,South Africa,RSA Innings,Rabada K.,not out,7,7,17,0,0
28.06.2021 04:00,West Indies,South Africa,RSA Innings,Nortje A.,not out,0,2,2,0,0
27.06.2021 04:00,West Indies,South Africa,WIN Innings,Fletcher A.,run out Ngidi L.,30,19,41,3,2
27.06.2021 04:00,West Indies,South Africa,WIN Innings,Lewis E.,c Miller D. b Shamsi T.,71,35,63,4,7
27.06.2021 04:00,West Indies,South Africa,WIN Innings,Gayle C.,not out,32,24,38,1,3
27.06.2021 04:00,West Indies,South Africa,WIN Innings,Russell A.,not out,23,12,16,1,3
27.06.2021 04:00,West Indies,South Africa,RSA Innings,Hendricks R.,b Allen F.,17,11,18,2,1
27.06.2021 04:00,West Indies,South Africa,RSA Innings,de Kock Q.,c Holder J. b Russell A.,37,24,33,2,2
27.06.2021 04:00,West Indies,South Africa,RSA Innings,Bavuma T.,c Lewis E. b Allen F.,22,20,39,3,0
27.06.2021 04:00,West Indies,South Africa,RSA Innings,van der Dussen R.,not out,56,38,68,4,2
27.06.2021 04:00,West Indies,South Africa,RSA Innings,Klaasen H.,c Allen F. b Holder J.,7,12,16,0,0
27.06.2021 04:00,West Indies,South Africa,RSA Innings,Miller D.,c Pollard K. b Bravo Dw.,9,11,20,0,0
27.06.2021 04:00,West Indies,South Africa,RSA Innings,Linde G.,c Sinclair K. b Bravo Dw.,0,1,2,0,0
27.06.2021 04:00,West Indies,South Africa,RSA Innings,Rabada K.,not out,6,3,7,1,0
26.06.2021 23:30,England,Sri Lanka,SL Innings,Gunathilaka D.,c Malan D. b Willey D.,4,2,3,1,0
26.06.2021 23:30,England,Sri Lanka,SL Innings,Fernando Oshada,c Willey D. b Curran S.,19,27,40,0,1
26.06.2021 23:30,England,Sri Lanka,SL Innings,Perera Kusal,c Livingstone L. b Woakes C.,3,6,20,0,0
26.06.2021 23:30,England,Sri Lanka,SL Innings,Mendis Kusal,c Bairstow J. b Willey D.,6,4,5,0,1
26.06.2021 23:30,England,Sri Lanka,SL Innings,Dickwella N.,c Jordan C. b Curran S.,11,19,43,1,0
26.06.2021 23:30,England,Sri Lanka,SL Innings,Shanaka D.,run out Billings S.,7,15,18,1,0
26.06.2021 23:30,England,Sri Lanka,SL Innings,Hasaranga W.,c Malan D. b Jordan C.,1,8,13,0,0
26.06.2021 23:30,England,Sri Lanka,SL Innings,Udana I.,c Ali Moeen b Willey D.,0,4,10,0,0
26.06.2021 23:30,England,Sri Lanka,SL Innings,Fernando B.,b Livingstone L.,20,14,18,1,1
26.06.2021 23:30,England,Sri Lanka,SL Innings,Sandakan L.,not out,3,11,20,0,0
26.06.2021 23:30,England,Sri Lanka,SL Innings,Chameera D.,lbw Ali Moeen,1,4,7,0,0
26.06.2021 23:30,England,Sri Lanka,ENG Innings,Bairstow J.,b Udana I.,51,43,54,5,1
26.06.2021 23:30,England,Sri Lanka,ENG Innings,Malan D.,c Shanaka D. b Chameera D.,76,48,89,5,4
26.06.2021 23:30,England,Sri Lanka,ENG Innings,Livingstone L.,c Shanaka D. b Fernando B.,14,10,19,2,0
26.06.2021 23:30,England,Sri Lanka,ENG Innings,Billings S.,c Shanaka D. b Chameera D.,2,3,7,0,0
26.06.2021 23:30,England,Sri Lanka,ENG Innings,Morgan E.,c Gunathilaka D. b Chameera D.,1,2,4,0,0
26.06.2021 23:30,England,Sri Lanka,ENG Innings,Ali Moeen,c Hasaranga W. b Chameera D.,7,7,10,1,0
26.06.2021 23:30,England,Sri Lanka,ENG Innings,Curran S.,not out,9,5,8,1,0
26.06.2021 23:30,England,Sri Lanka,ENG Innings,Jordan C.,not out,8,2,6,2,0
25.06.2021 03:30,England,Sri Lanka,ENG Innings,Roy J.,c Shanaka D. b Hasaranga W.,17,17,37,2,0
25.06.2021 03:30,England,Sri Lanka,ENG Innings,Bairstow J.,b Fernando B.,0,3,7,0,0
25.06.2021 03:30,England,Sri Lanka,ENG Innings,Malan D.,lbw Chameera D.,4,5,9,1,0
25.06.2021 03:30,England,Sri Lanka,ENG Innings,Morgan E.,c Hasaranga W. b Udana I.,11,9,15,2,0
25.06.2021 03:30,England,Sri Lanka,ENG Innings,Billings S.,b Hasaranga W.,24,29,41,2,0
25.06.2021 03:30,England,Sri Lanka,ENG Innings,Livingstone L.,not out,29,26,42,0,1
25.06.2021 03:30,England,Sri Lanka,ENG Innings,Curran S.,not out,16,8,9,1,1
25.06.2021 03:30,England,Sri Lanka,SL Innings,Gunathilaka D.,run out Curran S.,3,4,9,0,0
25.06.2021 03:30,England,Sri Lanka,SL Innings,Fernando Avishka,c Livingstone L. b Curran S.,6,10,20,0,0
25.06.2021 03:30,England,Sri Lanka,SL Innings,Perera Kusal,c Morgan E. b Rashid A.,21,25,48,0,0
25.06.2021 03:30,England,Sri Lanka,SL Innings,Mendis Kusal,c Bairstow J. b Wood M.,39,39,44,3,1
25.06.2021 03:30,England,Sri Lanka,SL Innings,Dickwella N.,c Morgan E. b Wood M.,3,3,8,0,0
25.06.2021 03:30,England,Sri Lanka,SL Innings,Hasaranga W.,st Bairstow J. b Rashid A.,3,7,14,0,0
25.06.2021 03:30,England,Sri Lanka,SL Innings,Shanaka D.,c Willey D. b Jordan C.,8,14,21,0,0
25.06.2021 03:30,England,Sri Lanka,SL Innings,Udana I.,not out,19,14,20,1,1
25.06.2021 03:30,England,Sri Lanka,SL Innings,Dananjaya A.,not out,2,4,15,0,0
24.06.2021 03:30,England,Sri Lanka,ENG Innings,Roy J.,c Gunathilaka D. b Chameera D.,36,22,36,4,1
24.06.2021 03:30,England,Sri Lanka,ENG Innings,Buttler J.,not out,68,55,68,8,1
24.06.2021 03:30,England,Sri Lanka,ENG Innings,Malan D.,b Udana I.,7,14,18,0,0
24.06.2021 03:30,England,Sri Lanka,ENG Innings,Bairstow J.,not out,13,12,14,1,1
24.06.2021 03:30,England,Sri Lanka,SL Innings,Gunathilaka D.,c Buttler J. b Jordan C.,19,16,21,3,0
24.06.2021 03:30,England,Sri Lanka,SL Innings,Fernando Avishka,c Jordan C. b Curran S.,0,4,4,0,0
24.06.2021 03:30,England,Sri Lanka,SL Innings,Perera Kusal,c Jordan C. b Rashid A.,30,26,60,1,1
24.06.2021 03:30,England,Sri Lanka,SL Innings,Mendis Kusal,lbw Livingstone L.,9,12,17,0,0
24.06.2021 03:30,England,Sri Lanka,SL Innings,de Silva D.,c Rashid A. b Wood M.,3,4,5,0,0
24.06.2021 03:30,England,Sri Lanka,SL Innings,Shanaka D.,c Buttler J. b Curran S.,50,44,51,3,2
24.06.2021 03:30,England,Sri Lanka,SL Innings,Hasaranga W.,c Jordan C. b Rashid A.,5,7,9,0,0
24.06.2021 03:30,England,Sri Lanka,SL Innings,Udana I.,not out,6,7,21,0,0
25.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Madhevere W.,c Ahmed S. b Ali Hasan,59,47,66,7,0
25.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Musakanda T.,lbw Ali Hasan,10,11,19,1,0
25.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Marumani T.,b Hasnain M.,35,26,37,4,0
25.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Taylor B.,c Rizwan M. b Rauf H.,20,22,34,2,0
25.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Chakabva R.,c Khan S. b Ali Hasan,0,1,3,0,0
25.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Williams S.,c Ashraf F. b Ali Hasan,9,7,12,1,0
25.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Jongwe L.,c Ali Hasan b Rauf H.,5,4,7,1,0
25.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Wellington Pedzisai M.,not out,0,2,4,0,0
25.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Muzarabani B.,not out,0,0,2,0,0
25.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Rizwan M.,not out,91,60,87,5,3
25.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Khan S.,c Muzarabani B. b Jongwe L.,18,15,19,3,0
25.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Azam B.,c Burl R. b Jongwe L.,52,46,64,5,0
25.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Zaman F.,c Burl R. b Jongwe L.,0,1,1,0,0
25.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Ali Hasan,not out,0,0,1,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Rizwan M.,c Musakanda T. b Jongwe L.,13,18,21,1,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Azam B.,c Madhevere W. b Jongwe L.,41,45,62,5,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Zaman F.,c Musakanda T. b Burl R.,2,7,10,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Hafeez M.,c Wellington Pedzisai M. b Burl R.,5,10,15,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Aziz D.,run out Muzarabani B.,22,24,34,1,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Ali Asif,c Tiripano D. b Ngarava R.,1,3,4,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Ashraf F.,c Burl R. b Muzarabani B.,2,5,11,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Rauf H.,c Taylor B. b Jongwe L.,6,5,7,0,1
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Qadir U.,run out Jongwe L.,0,1,8,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Iqbal A.,c Burl R. b Jongwe L.,0,1,1,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Hasnain M.,not out,0,0,3,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Kamunhukamwe T.,c Azam B. b Aziz D.,34,40,59,4,0
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Taylor B.,c Hafeez M. b Ashraf F.,5,7,18,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Marumani T.,c Rizwan M. b Iqbal A.,13,19,31,1,0
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Madhevere W.,b Aziz D.,16,14,18,1,0
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Burl R.,c Rizwan M. b Qadir U.,3,4,3,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Chakabva R.,lbw Rauf H.,18,14,24,0,1
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Musakanda T.,b Hasnain M.,13,10,13,1,0
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Jongwe L.,c Zaman F. b Hasnain M.,7,8,12,0,1
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Wellington Pedzisai M.,run out Hasnain M.,0,1,6,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Muzarabani B.,not out,1,2,2,0,0
23.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Ngarava R.,not out,1,1,2,0,0
21.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Kamunhukamwe T.,st Rizwan M. b Hafeez M.,29,35,49,3,0
21.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Madhevere W.,c Azam B. b Hasnain M.,14,9,13,3,0
21.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Marumani T.,c Azam B. b Hasnain M.,0,1,2,0,0
21.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Ervine C.,c Nawaz M. b Qadir U.,34,23,37,3,1
21.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Burl R.,b Rauf H.,14,13,34,0,1
21.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Williams S.,c Zaman F. b Qadir U.,9,10,9,1,0
21.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Chakabva R.,lbw Qadir U.,3,2,3,0,0
21.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Jongwe L.,not out,30,23,29,3,1
21.04.2021 19:00,Zimbabwe,Pakistan,ZIM Innings,Wellington Pedzisai M.,not out,2,4,11,0,0
21.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Rizwan M.,not out,82,61,93,10,1
21.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Azam B.,c Burl R. b Muzarabani B.,2,4,6,0,0
21.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Zaman F.,b Madhevere W.,13,14,24,2,0
21.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Hafeez M.,c Ngarava R. b Madhevere W.,5,7,8,0,0
21.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Aziz D.,c Ngarava R. b Jongwe L.,15,11,20,0,1
21.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Ali H.,b Jongwe L.,5,9,10,0,0
21.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Ashraf F.,run out Jongwe L.,1,1,3,0,0
21.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Nawaz M.,c Chakabva R. b Ngarava R.,9,9,15,0,0
21.04.2021 19:00,Zimbabwe,Pakistan,PAK Innings,Qadir U.,not out,2,4,9,0,0
16.04.2021 22:30,South Africa,Pakistan,PAK Innings,Rizwan M.,st Klaasen H. b Fortuin B.,0,2,4,0,0
16.04.2021 22:30,South Africa,Pakistan,PAK Innings,Zaman F.,c Mulder W. b Williams L.,60,34,44,5,4
16.04.2021 22:30,South Africa,Pakistan,PAK Innings,Azam B.,c Shamsi T. b Williams L.,24,23,49,3,0
16.04.2021 22:30,South Africa,Pakistan,PAK Innings,Hafeez M.,c Williams L. b Shamsi T.,10,12,21,1,0
16.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ali H.,c Fortuin B. b Phehlukwayo A.,3,6,8,0,0
16.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ali Asif,c & b Magala S.,5,9,14,0,0
16.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ashraf F.,c Markram A. b Magala S.,7,11,22,0,0
16.04.2021 22:30,South Africa,Pakistan,PAK Innings,Nawaz M.,not out,25,21,27,1,2
16.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ali Hasan,not out,2,5,11,0,0
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Malan J.,c Zaman F. b Ashraf F.,33,28,42,3,1
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Markram A.,lbw Nawaz M.,11,5,12,1,1
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,van der Dussen R.,c Hafeez M. b Rauf H.,52,36,58,5,2
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Klaasen H.,c Afridi S. b Ashraf F.,9,12,25,1,0
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Linde G.,c Rizwan M. b Ashraf F.,3,4,13,0,0
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Mulder W.,c Azam B. b Ali Hasan,6,9,12,0,0
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Phehlukwayo A.,c Rizwan M. b Ali Hasan,1,2,6,0,0
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Fortuin B.,c Azam B. b Afridi S.,8,6,13,1,0
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Magala S.,c Zaman F. b Ali Hasan,7,8,14,0,1
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Williams L.,not out,2,5,9,0,0
16.04.2021 22:30,South Africa,Pakistan,RSA Innings,Shamsi T.,c Rizwan M. b Rauf H.,0,3,6,0,0
14.04.2021 22:30,South Africa,Pakistan,PAK Innings,Rizwan M.,not out,73,47,79,5,2
14.04.2021 22:30,South Africa,Pakistan,PAK Innings,Azam B.,c Klaasen H. b Williams L.,122,59,77,15,4
14.04.2021 22:30,South Africa,Pakistan,PAK Innings,Zaman F.,not out,8,2,2,2,0
14.04.2021 22:30,South Africa,Pakistan,RSA Innings,Malan J.,c Ashraf F. b Nawaz M.,55,40,71,5,2
14.04.2021 22:30,South Africa,Pakistan,RSA Innings,Markram A.,b Nawaz M.,63,31,51,6,4
14.04.2021 22:30,South Africa,Pakistan,RSA Innings,Linde G.,b Ashraf F.,22,11,15,1,2
14.04.2021 22:30,South Africa,Pakistan,RSA Innings,van der Dussen R.,not out,34,20,35,1,2
14.04.2021 22:30,South Africa,Pakistan,RSA Innings,Klaasen H.,b Ali Hasan,15,10,12,2,0
14.04.2021 22:30,South Africa,Pakistan,RSA Innings,Phehlukwayo A.,lbw Afridi S.,11,8,19,1,0
12.04.2021 22:30,South Africa,Pakistan,RSA Innings,Malan J.,c Afridi S. b Ali Hasan,15,10,17,0,2
12.04.2021 22:30,South Africa,Pakistan,RSA Innings,Markram A.,c Ashraf F. b Qadir U.,54,30,39,7,3
12.04.2021 22:30,South Africa,Pakistan,RSA Innings,Lubbe W.,c Azam B. b Hasnain M.,12,7,8,3,0
12.04.2021 22:30,South Africa,Pakistan,RSA Innings,Klaasen H.,not out,36,21,38,4,1
12.04.2021 22:30,South Africa,Pakistan,RSA Innings,van Biljon P.,c Rizwan M. b Qadir U.,2,6,7,0,0
12.04.2021 22:30,South Africa,Pakistan,RSA Innings,Linde G.,not out,20,10,17,0,2
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Rizwan M.,c Markram A. b Linde G.,0,1,0,0,0
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Khan S.,c Markram A. b Linde G.,8,12,9,0,1
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Azam B.,b Magala S.,50,50,78,5,0
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Hafeez M.,c Klaasen H. b Linde G.,32,23,32,6,0
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ali H.,c Linde G. b Shamsi T.,12,9,16,2,0
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ashraf F.,c Linde G. b Williams L.,5,10,13,0,0
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ali Hasan,c Linde G. b Williams L.,12,3,4,0,2
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Nawaz M.,c Klaasen H. b Williams L.,2,3,6,0,0
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Afridi S.,not out,7,7,11,1,0
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Qadir U.,run out Klaasen H.,4,5,6,0,0
12.04.2021 22:30,South Africa,Pakistan,PAK Innings,Hasnain M.,not out,0,0,3,0,0
10.04.2021 22:30,South Africa,Pakistan,PAK Innings,Rizwan M.,not out,74,50,98,9,2
10.04.2021 22:30,South Africa,Pakistan,PAK Innings,Azam B.,c Williams L. b Hendricks B.,14,14,19,3,0
10.04.2021 22:30,South Africa,Pakistan,PAK Innings,Zaman F.,c Malan J. b Shamsi T.,27,19,27,4,1
10.04.2021 22:30,South Africa,Pakistan,PAK Innings,Hafeez M.,st Klaasen H. b Shamsi T.,13,11,14,1,0
10.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ali H.,lbw Hendricks B.,14,8,12,3,0
10.04.2021 22:30,South Africa,Pakistan,PAK Innings,Nawaz M.,c Klaasen H. b Hendricks B.,0,1,2,0,0
10.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ashraf F.,b Williams L.,30,14,20,4,1
10.04.2021 22:30,South Africa,Pakistan,PAK Innings,Ali Hasan,not out,9,3,4,1,0
10.04.2021 22:30,South Africa,Pakistan,RSA Innings,Malan J.,lbw Nawaz M.,24,16,19,2,2
10.04.2021 22:30,South Africa,Pakistan,RSA Innings,Markram A.,c Rizwan M. b Nawaz M.,51,32,45,8,1
10.04.2021 22:30,South Africa,Pakistan,RSA Innings,Lubbe W.,c Afridi S. b Ali Hasan,4,3,1,1,0
10.04.2021 22:30,South Africa,Pakistan,RSA Innings,Klaasen H.,c Zaman F. b Ali Hasan,50,28,55,2,4
10.04.2021 22:30,South Africa,Pakistan,RSA Innings,van Biljon P.,c Nawaz M. b Afridi S.,34,24,38,0,2
10.04.2021 22:30,South Africa,Pakistan,RSA Innings,Linde G.,lbw Rauf H.,6,7,13,0,0
10.04.2021 22:30,South Africa,Pakistan,RSA Innings,Phehlukwayo A.,not out,9,5,13,1,0
10.04.2021 22:30,South Africa,Pakistan,RSA Innings,Magala S.,not out,9,5,8,0,1
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Naim M.,c Chapman M. b Astle T.,19,13,20,1,2
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Sarkar S.,c & b Southee T.,10,4,6,2,0
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Das L.,b Southee T.,0,1,2,0,0
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Hossain Shanto N.,b Astle T.,8,6,17,1,0
01.04.2021 17:00,New Zealand,Bangladesh,BAN Innings,Hossain A.,st Conway D. b Astle T.,8,6,14,0,1
