Date,HomeTeam,AwayTeam,MatchInfo,TotalScore,Over 1,Over 2,Over 3,Over 4,Over 5,Over 6,Over 7,Over 8,Over 9,Over 10,Over 11,Over 12,Over 13,Over 14,Over 15,Over 16,Over 17,Over 18,Over 19,Over 20
30.03.2021 18:00,New Zealand,Bangladesh,"Referee: Crowe J. (Nzl), Venue: McLean Park (Napier)",142/7 (16),9 runs,7 runs,4 runs,16 runs,7 runs,12 runs,3 runs,8 runs,5 runs,10 runs,7 runs,13 runs,7 runs,9 runs,11 runs,15 runs,16 runs,14 runs,,
28.03.2021 13:00,New Zealand,Bangladesh,"Referee: Crowe J. (Nzl), Venue: Seddon Park (Hamilton)",210/3 (20),9 runs,7 runs,10 runs,9 runs,7 runs,2 runs,9 runs,6 runs,7 runs,10 runs,5 runs,10 runs,6 runs,12 runs,4 runs,4 runs,5 runs,11 runs,1 run,10 runs
28.03.2021 13:00,New Zealand,Bangladesh,"Referee: Crowe J. (Nzl), Venue: Seddon Park (Hamilton)",144/8 (20),1 run,7 runs,13 runs,13 runs,4 runs,10 runs,6 runs,9 runs,11 runs,14 runs,3 runs,11 runs,7 runs,14 runs,10 runs,13 runs,16 runs,14 runs,14 runs,20 runs
21.03.2021 01:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",224/2 (20),1 run,18 runs,9 runs,13 runs,14 runs,7 runs,5 runs,15 runs,9 runs,13 runs,16 runs,7 runs,3 runs,6 runs,6 runs,2 runs,12 runs,7 runs,5 runs,20 runs
21.03.2021 01:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",188/8 (20),3 runs,10 runs,9 runs,13 runs,9 runs,16 runs,10 runs,11 runs,13 runs,16 runs,4 runs,19 runs,9 runs,4 runs,11 runs,13 runs,11 runs,12 runs,18 runs,13 runs
20.03.2021 22:00,Afghanistan,Zimbabwe,"Referee: Madugalle R. (Sri), Venue: Sheikh Zayed Stadium (Abu Dhabi)",183/7 (20),3 runs,4 runs,5 runs,10 runs,9 runs,9 runs,4 runs,6 runs,2 runs,4 runs,2 runs,4 runs,7 runs,6 runs,10 runs,5 runs,11 runs,10 runs,10 runs,15 runs
20.03.2021 22:00,Afghanistan,Zimbabwe,"Referee: Madugalle R. (Sri), Venue: Sheikh Zayed Stadium (Abu Dhabi)",136/5 (20),1 run,10 runs,8 runs,12 runs,6 runs,6 runs,6 runs,4 runs,4 runs,17 runs,3 runs,9 runs,8 runs,4 runs,7 runs,9 runs,21 runs,15 runs,17 runs,16 runs
19.03.2021 22:00,Afghanistan,Zimbabwe,"Referee: Madugalle R. (Sri), Venue: Sheikh Zayed Stadium (Abu Dhabi)",193/5 (20),10 runs,7 runs,12 runs,7 runs,8 runs,10 runs,5 runs,5 runs,8 runs,8 runs,7 runs,19 runs,6 runs,8 runs,8 runs,13 runs,7 runs,0 runs,,
19.03.2021 22:00,Afghanistan,Zimbabwe,"Referee: Madugalle R. (Sri), Venue: Sheikh Zayed Stadium (Abu Dhabi)",148/10 (17.1),9 runs,1 run,12 runs,5 runs,2 runs,20 runs,9 runs,13 runs,5 runs,10 runs,8 runs,17 runs,3 runs,5 runs,4 runs,23 runs,8 runs,10 runs,11 runs,18 runs
19.03.2021 01:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",185/8 (20),0 runs,2 runs,13 runs,13 runs,3 runs,17 runs,8 runs,4 runs,6 runs,5 runs,8 runs,12 runs,9 runs,18 runs,14 runs,8 runs,7 runs,6 runs,10 runs,14 runs
19.03.2021 01:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",177/8 (20),12 runs,6 runs,1 run,8 runs,7 runs,11 runs,14 runs,9 runs,2 runs,5 runs,4 runs,13 runs,12 runs,16 runs,8 runs,12 runs,9 runs,18 runs,7 runs,11 runs
17.03.2021 22:00,Afghanistan,Zimbabwe,"Referee: Khan H. (Afg), Venue: Sheikh Zayed Stadium (Abu Dhabi)",198/5 (20),3 runs,6 runs,12 runs,10 runs,8 runs,8 runs,5 runs,9 runs,6 runs,15 runs,3 runs,9 runs,12 runs,5 runs,2 runs,10 runs,8 runs,5 runs,4 runs,10 runs
17.03.2021 22:00,Afghanistan,Zimbabwe,"Referee: Khan H. (Afg), Venue: Sheikh Zayed Stadium (Abu Dhabi)",150/7 (20),7 runs,15 runs,11 runs,11 runs,14 runs,8 runs,10 runs,4 runs,9 runs,19 runs,9 runs,16 runs,4 runs,17 runs,2 runs,10 runs,6 runs,6 runs,7 runs,13 runs
17.03.2021 01:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",156/6 (20),5 runs,1 run,2 runs,8 runs,8 runs,0 runs,6 runs,8 runs,6 runs,11 runs,7 runs,9 runs,3 runs,9 runs,4 runs,13 runs,14 runs,17 runs,11 runs,14 runs
17.03.2021 01:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",158/2 (18.2),4 runs,3 runs,9 runs,14 runs,16 runs,11 runs,7 runs,4 runs,10 runs,5 runs,9 runs,10 runs,5 runs,13 runs,7 runs,5 runs,9 runs,9 runs,8 runs,
15.03.2021 01:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",166/3 (17.5),0 runs,6 runs,9 runs,7 runs,12 runs,16 runs,17 runs,8 runs,5 runs,14 runs,5 runs,12 runs,8 runs,14 runs,10 runs,4 runs,7 runs,12 runs,,
15.03.2021 01:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",164/6 (20),5 runs,7 runs,11 runs,7 runs,7 runs,7 runs,7 runs,13 runs,10 runs,9 runs,8 runs,6 runs,14 runs,9 runs,9 runs,7 runs,6 runs,7 runs,9 runs,6 runs
13.03.2021 00:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",124/7 (20),2 runs,0 runs,5 runs,11 runs,2 runs,2 runs,7 runs,5 runs,6 runs,8 runs,7 runs,3 runs,5 runs,8 runs,12 runs,9 runs,10 runs,3 runs,9 runs,10 runs
13.03.2021 00:30,India,England,"Referee: Srinath J. (Ind), Venue: Sardar Patel Stadium (Ahmedabad)",130/2 (15.3),3 runs,7 runs,11 runs,8 runs,13 runs,8 runs,8 runs,14 runs,5 runs,4 runs,8 runs,3 runs,15 runs,7 runs,8 runs,8 runs,,,,
08.03.2021 09:00,West Indies,Sri Lanka,"Referee: Richardson R. (Atg), Venue: Coolidge Cricket Ground (Coolidge)",134/7 (19),11 runs,9 runs,6 runs,10 runs,2 runs,15 runs,1 run,7 runs,3 runs,5 runs,5 runs,3 runs,3 runs,14 runs,1 run,3 runs,7 runs,7 runs,22 runs,
08.03.2021 09:00,West Indies,Sri Lanka,"Referee: Richardson R. (Atg), Venue: Coolidge Cricket Ground (Coolidge)",131/4 (20),1 run,9 runs,1 run,10 runs,3 runs,3 runs,8 runs,5 runs,5 runs,2 runs,6 runs,8 runs,4 runs,9 runs,8 runs,13 runs,10 runs,6 runs,7 runs,13 runs
